name,price,price_is_valid
"Benq Gw2790E 27"" 1080P Fhd 100Hz Ips Eye-Care Monitor, Hdmi, Dp, Eyesafe","109,00 €109,00€",False
"Hp 532Sf- Monitor De 31.5"" Fhd (1920X1080, Va, 100 Hz, 7Ms, 99% Srgb, 300 Nits, Contraste 3000:1) Negro Con Soporte Plateado","184,00 €184,00€",False
"Hp V27Ie G5- Monitor De 27"" Full Hd (1920 X 1080, 75Hz, 5Ms, Ips, 16:9, Amd Freesync, Low Blue Light, Hdmi, Vga, Displayport, Joypad Osd, Antirreflejo, Vesa, Inclinación Ajustable) Negro","129,00 €129,00€",False
"Samsung Ls32Dm700Uuxen - Smart Monitor M7 De 32"" Uhd (3840 X 2160, 16:9, 60Hz, 4Ms, Modo Eye Saver, Flicker Free), Negro, Versión 2024, Negro, Versión 2024","273,40 €273,40€",False
"Lg 24Ms500-B - Monitor Full Hd, 24"", Pantalla Ips, (1920X1080), 16:9, 5 Ms, 100 Hz, Black Stabilizer, Reader Mode, Flicker Safe, Negro","159,99 €159,99€",False
"Asus Monitor Va27Ehf Eye Care Gaming 27"" (Ips, Full Hd, Sin Marcos, 100 Hz, Sincronización Adaptativa, Mprt De 1 Ms, Hdmi, Luz Azul Baja, Sin Parpadeos, Montaje En Pared)","79,99 €79,99€",False
"Aoc Gaming 24G15N, Monitor Full Hd De 24 Pulgadas, 180 Hz, Fast Va, 1 Ms, Sincronización Adaptativa, Hdr10, Bajo Retraso De Entrada (1920X1080, Hdmi 2.0, Displayport 1.4)","249,00 €249,00€",False
"Aoc Gaming C27G4Zxe - Monitor Fhd Curvo De 27 Pulgadas, 280 Hz, 0,3 Ms, Va, Hdr10, Base Esports, Bajo Retraso De Entrada, Freesync (1920 X 1080,300 Cd/M2, Hdmi 2.0 / Dp 1.2)","399,99 €399,99€",False
"Acer Ek251Q Ebi - Monitor 25 "" Full Hd Ips 100 Hz (62,2 Cm, 1920X1080, 16:9, 250 Nits, Tiempo De Respuesta 1Ms Vrb, Amd Freesync, Zeroframe, 1Xvga/1Xhdmi 1.4) Monitor Pc, Color Negro","119,99 €119,99€",False
"Cuiuic Monitor Portátil De 15,6 Pulgadas Con Pantalla Full Hd Usb-C, 1920 X 1080 Hdr Ips - Pantalla Con Mini Hdmi Y Doble Altavoz Integrado Con Smart Cover","299,99 €299,99€",False
"Lg 27Sr50F-W - Smart Monitor, 27"", Pantalla Ips, Full Hd, Webos 23, (1920X1080), 16:9, Sin Cámara, Thinq App, Hdmi 2Ea, Blanco","199,00 €19900€",False
"Aoc Gaming 24G4Xed - 24 Zoll Fhd Monitor, 180 Hz, 1 Ms, Freesync Prem., G-Sync Comp., Hdr10 (1920X1080, Hdmi 2.0, Displayport 1.4) Schwarz/Grau","299,00 €299,00 €",False
"Aoc Gaming Cu34G2Xpd - Monitor Curvo Wqhd De 34 Pulgadas, 180Hz, Fast Va, 1Ms Gtg, Freesync Premium, Hdr400, Soporte De Altura Ajustable (3440X1440, Hdmi, Displayport, Usb Hub)","132,92 €13292€",False
"Benq Pd2705U Monitor De Diseño (Tecnología Aqcolor, 27 Pulgadas, 4K Uhd, Ips, Color Panorámico P3, Carga Usb-C, Dp / Hdmi, Kvm, Altura Ajustable) Compatible Con Macbook","219,99 €219,99 €",False
"Lg 24Gs60F B - Monitor Ultragear, 24 Pulgadas, Fhd 1080P, 16:9; Panel Ips, 1920X1080, Clasificación E, 180 Hz, 1Ms, Negro","149,00 €14900€",False
"Lg 24Mr400-B - Monitor Full Hd, 24 Pulgadas, Ips 1000:1, 1920X1080, Hdmix1, Amd Freesync, Clasificación E, Sin Altavoz, Pantalla Ergonómica, Negro","210,37 €210,37 €",False
"Msi Pro Mp252 Monitor Profesional Full Hd De 24,5""- Panel Ips 1920 X 1080, 100 Hz, Pantalla Eye-Friendly, Altavoces Integrados, Inclinación Ajustable, Hdm 2.0B, Displayport 1.4A","84,99 €8499€",False
"Aoc Gaming Q27G4Xf - Monitor Qhd De 27 Pulgadas, 180 Hz, Plano, 0,5 Ms, Freesync Prem., Comp. G-Sync, Hdr10, Ajustable (Ips, 2560X1440, Displayport, Hdmi) Negro/Gris","99,99 €99,99 €",False
"Msi Mag 275F Monitor Gaming Plano, Full Hd (1920 X 1080) Panel Ips Rápido De 1920 X 1080, 180 Hz, Tiempo De Respuesta De 0,5Ms, Negro","94,73 €9473€",False
"Dell G2725D 27"" Qhd (2560X1440) Monitor Gaming, 180Hz, Ips, 1Ms, Amd Freesync, 99% Srgb, Displayport, 2X Hdmi, 3 Años De Garantía, Negro","120,73 €120,73 €",False
"Lg 29Wq500-B - Monitor Ultrawide, Panel Ips, 29"", (2560X1080), 21:9, 100 Hz, 5Ms, Clasificación E, Hdr10 +, Tecnología Amd Freesync, Black Stabilizer, Gris","239,00 €23900€",False
"Z-Edge Monitor Pc Gaming 34'', Uwqhd(3440X1440), 165Hz, Ips Panel, 1Ms, Pantalla Ultra Ancho 21:9, Amd Freesync, Inclinación Ajustable, 2× Dp1.4 & Hdmi2.0 & Usb, Rgb, Vesa 75*75Mm (Cable Dp Incluido)","379,00 €379,00 €",False
"Msi Mag 275Qf Monitor Gaming Plano Wqhd (2560X1440) Panel Ips Rápido¡, 180Hz / 0.5 M (Gtg, Mín.), 1 Ms (Mprt) 16:9, Hdr Ready, 300 Nits, Negro","119,99 €11999€",False
"Lg 34Wr50Qk-B - Monitor Ultrawide Curvo, 34"", Qhd: (3440X1440Px), 21:9, Adm Freesync Premium, Multiposición, Negro","149,99 €149,99 €",False
Qian Monitor Curvo 30'' Pantalla Pc Ultra Ancha Fhd | 2560X1080 | Panel Va | 21:9 | Adaptative Sync | 200 Hz | Respuesta 10Ms | Inclinación Ajustable | Vesa | Hdmi 2.0 / Displayport 1.4 | Qmc-Va30-02,"139,99 €13999€",False
"Yeyian Monitor Plano Gaming Avance 27"" Fhd | 1920X1080 | Panel Ips | View 178° | 1000:1 | 180 Hz | 16:9 | 16.7 Millones Colores | Respuesta 1 Ms | Vesa | Displayport/Hdmi | Ymf-Ipf27-G1","185,99 €185,99 €",False
"Lg 27Uq750-W - Monitor 4K, 27"", Pantalla Va, (3840X2160), 16:9, 144 Hz, 5Ms, Tecnología Amd Freesync Premium Pro, Plateado","84,00 €8400€",False
"Lg 34Wq500-B - Monitor Ultrawide 21:9, 34 Pulgadas, Panel Ips, 1001:1, 2560 X 1080, Hdmi, Superresolution+, Freesync, Hdr10, Clasificación F, 100 Hz, 5 Ms","109,00 €109,00 €",False
"Lafvin 3,5 Pulgadas 480X320 Tft Touch Screen Spi Display Monitor Para Raspberry Pi 4B,3B+,3B,2B+,B,A+,A","135,99 €13599€",False
Fermax Conector Monitor Veo Vdsfermax 9402,"159,99 €159,99 €",False
3Idee Adaptador Vesa Compatible Con Xiaomi Monitor (Mi 27 Desktop) – Soporte Vesa 75X75 Mm - Soporte Monitor Sin Vesa - Para Montaje En Monitor O Soporte De Pared,"239,00 €23900€",False
"Pantalla Táctil De 3,5 Pulgadas, 480 X 320 Píxeles 60 Fps Mini Monitor Con Lápiz Óptico Y Mini Ventilador Para Raspberry Pi 3/4/5","299,00 €299,00 €",False
"Lyjow 6 Piezas Prolongador Body Bebé Baby Body Extender Bebé Extensor Extensor De Ropa De Bebé, Extensor De Mono De Bebé, Extensor De Mono, Extensor De Entrepierna De Mono De Utilidad,Color","129,00 €12900€",False
Pies Samsung Ue32T4305Ak Bn96-36499F (Sin Tornillos),"199,00 €199,00 €",False
"Aouzovli 2 Pcs Mando Garaje Universal Mando Puerta Garaje Universal 433,92 Mhz Mando Garaje Clonador Mando Puerta Garaje Compatible Con Ea433 2Ks Ea433 4Ks Rcu433-2 Rcu433-4 T433-4 Ea433 2Km Micro","109,00 €10900€",False
"Pantalla De 1.3 Pulgadas Para Raspberry Pi 4B/3B+/3B/2B/Zero W/Zero Wh, Ips Pantalla 240X240 Píxeles Rgb 65K Color Display Con Controlador Integrado, Spi Interfaz, Con 1Xjoystick, 3Xpulsadores","141,00 €141,00 €",False
Zahara Lcd Display Flex Cable Línea De Alambre Para Dell Ins-Piron 15 7000 7557 7559 5577 5576 P57F Dd0Am9Lc010 Dd0Am9Lc000 014Xj8 30Pin No Touch 2K,"169,00 €16900€",False
"Waveshare 1.44Inch Lcd Display Hat Compatible With Raspberry Pi Zero Series Boards, 128X128 Pixels Handheld Lcd With Embedded Controller, Communicating Via Spi Interface","269,00 €269,00 €",False
"Digitus Soporte Para Monitor - Abrazadera De Escritorio - 1 Monitor - Hasta 32 Pulgadas - Hasta 8 Kg - Vesa 75X75, 100X100 - Negro","229,49 €22949€",False
"Osoyoo Pantalla Táctil Lcd Dsi De 3,5 Pulgadas Para Raspberry Pi 4 B 3 Modelo B+ 2, Pantalla Táctil Capacitiva, Plug And Play Monitor","269,99 €269,99 €",False
"Lenovo L27I-4B - Monitor 27"" (Ips, 1920 X 1080 Px, 16:9, 100 Hz, Tiempo De Respuesta 4Ms, Hdmi, Vga, Montaje Vesa 100 Mm, Soporte De Inclinación) Color Gris Nube, Versión Actual","1.299,99 €1.29999€",False
"Arzopa Monitor Portátil, Monitor Portátil Ips Fhd De 15,6"" 1920 × 1080 Con Soporte, Segunda Pantalla Ultradelgada Para Computadora Portátil/Pc/Mac/Ps3/4/5/Xbox - A1","2.399,99 €2.399,99 €",False
"Lg 24Gs50F-B - Monitor Ultragear, 24"", Panel Va: (1920 X 1080), 16:9, 180 Hz, 1 Ms, Tecnología Amd Freesync, Hdr10, Black Stabilizer, Color Morado Grisáceo","699,99 €69999€",False
"Koorui Monitor Curvo - 27 Pulgadas Full Hd (1920 X 1080 A 75 Hz, Va, 5 Ms, Curvatura 1800R, Hdmi, Vga, Antirreflejo, Eye Ease, Inclinación Ajustables, Monitor Gaming) Negro, 27N5C","1.149,99 €1.149,99 €",False
"Msi Pro Mp273Ap Monitor De Oficina 27” Full Hd - Panel Ips 1920 X1080, 100 Hz,Confort Ocular, Montaje Vesa, Altavoces Integrados, Soporte Display Kit, Regulable 4 Direcciones","849,00 €84900€",False
"Hongo Monitor Portatil Pantalla Portatil Ips Fhd De 15,6"" 1920X1080P, Pantalla Ordenador Móvil Externa Hdr Con Hdmi/Tipo C/Usb C, Tablet Portable Monitor Para Pc Mac Laptop Xbox Ps4/5, Con Smart Funda","999,00 €999,00 €",False
"Hp V24Ie G5 - Monitor De 24"" Full Hd (1920 X 1080, 75Hz, 5Ms, Ips, 16:9, Amd Freesync, Low Blue Light, Hdmi, Vga, Displayport, Joypad Osd, Antirreflejo, Inclinación Ajustable) Negro","89,90 €89,90€",False
"Aoc Gaming 27G2Sp - Monitor Fhd De 27 Pulgadas, 165 Hz, 1 Ms, Freesync Premium (1920 X 1080, Hdmi, Displayport), Color Negro Y Rojo","109,99 €109,99€",False
"Philips 27E1N1100A - Monitor Full Hd De 27 Pulgadas, Integrado Altavoz, Tiempo De Respuesta De 1 Ms (1920X1080, 100 Hz, Vga, Hdmi 1.4), Negro","129,99 €129,99€",False
"Lg 32Mr50C-B - Monitor Curvado, 32 Pulgadas, Va 3000:1, 1500R, 16:9, Velocidad 100 Hz, Hdmix2, Super Resolution+, Amd Freesync Premium, Clasificación E, Negro","169,00 €169,00€",False
"Lg 27Ul500-W - Monitor 27 Pulgadas Uhd, Panel Ips: 3840X2160, 60Hz, 5 Ms, 1000:1, 300Nit, Srgb 98%, 16:9, Hdmi, Displayport, Conectividad Universal, Inclinación Ajustable, Color Blanco","119,90 €119,90€",False
"Acer Nitro Vg270K L - Monitor Gaming 27"" 4K Uhd Ips (68,6 Cm, 3840X2160, 16:9, 350 Nits, Tiempo De Respuesta 4Ms Vrb, Hdr10, Hdmi 2.0/Dp 1.2) Monitor Pc Gaming, Color Negro","79,99 €79,99€",False
"Aoc Gaming Cu34G2Xp, Monitor Curvo Wqhd De 34 Pulgadas, Va, 180 Hz, 1 Ms Gtg, Hdr400, Modo Juego, Altavoces, Ajustable (1500R, 3440 X 1440, 400 Cd/M Hdmi 2.0 / Dp 1.4)","149,00 €149,00€",False
"Aoc Gaming 27G15N, Monitor Full Hd De 27 Pulgadas, 180 Hz, Fast Va, 1 Ms, Sincronización Adaptativa, Hdr10, Bajo Retraso De Entrada (1920X1080, Hdmi 2.0, Displayport 1.4)","139,00 €139,00€",False
"Lg 22Mr410-B - Monitor Full Hd, 22 Pulgadas, Va 3000:1, 1920X1080, Hdmix1, Amd Freesync, Clasificación E, Sin Altavoz, Pantalla Ergonómica, Negro","369,00 €369,00€",False
"Aoc Gaming Q27G2E/Bk - Monitor Qhd De 27"", 155 Hz, 1 Ms Mprt, Plano, Freesync Premium (Va, 2560X1440, Hdmi, Displayport) Negro/Rojo","369,99 €369,99€",False
"Asus Zenscreen Mb16Ahv Monitor Portátil, 15,6 Pulgadas, Full Hd, Ips, Hdmi, Usb Type-C, Filtro De Luz Azul, Superficie Antirreflejos, Tratamiento Antibacteriano","119,00 €119,00€",False
"Samsung Ls24Dg300Euxen - Monitor Gaming Odyssey G3 De 24"" Full Hd (1920 X 1080, 16:9, 180Hz, 1Ms, Panel Ips, Amd Freesync, Modo Eye Saver, Flicker Free), Negro, Versión 2024","89,00 €89,00€",False
"Z-Edge Monitor Gaming Curvo 34'', 165Hz, 3440X1440, 1Ms Mprt, Altura & Inclinación Ajustables, Pantalla Ultra Ancho 21:9 Con Dp Cable, Amd Freesync, 1500R Va, 2* Hdmi2.0 &2* Dp1.4, Rgb, Vesa 100*100Mm","84,00 €84,00€",False
